Codigo Ditrator,Codigo Casa Dos Rolamentos,Codigo Romar Mann,Codigo Indagril,Codigo Primus,Codigo Agromann,Codigo Tidy,Nome Fantasia,Razão Social,Rota,Cidade,Estado,Empresas Trabalhadas
,,,,,,11329,,Solimaq,Rota 3 - São Lourenço,Anchieta,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11171,,Solo Peças,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11656,,Solon Maquinas Agricolas,Rota C - Litoral Sul,São Joaquim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11230,,Souza Serviços Florestais,Rota A - Oeste,Ponte Serrada,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11288,,Sperandio - Massey Fergusson - Sao Miguel Do Oeste,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11688,,Start Maq,Rota D - Paraná,Campo do Tenente,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11621,,Sérgio Tratores E Implementos,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
9401,,,,,,10375,,TAISA SA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
,10392,,,,,11016,,TANIA M BOHNERT MANN & CIA LTDA,Rota 1 - Itapiranga,Independência,RS,Casa Dos Rolamentos
904501,,,,,,10445,,TATIM E MONDARDO LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
1095401,,,,,,10630,,TCM SOLUCOES MECANICAS LTDA,Rota 2 - São Miguel,Guaraciaba,SC,Ditrator
81801,10331,,,,,10425,,TEC TORNO SERVICOS LTDA,Rota A - Oeste,Ipumirim,SC,Ditrator - Casa Dos Rolamentos
,,,,,,11130,,TECNICAR MECANICA AUTOMOTIVA,Rota C - Litoral Sul,Luzerna,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10332,,,,,10824,,TECNOFRIO INDUSTRIA E COMERCIO DE RESFRIADORES LTDA,Rota 4 - Parana 1,Renascença,PR,Casa Dos Rolamentos
,,1616,1036,,,10180,,TECNOSAFRA SISTEMAS MECANIZADOS LTDA - Abelardo Luz,Rota 3 - São Lourenço,Abelardo Luz,SC,Romar Mann - Indagril
,,1304,,,,10163,,TECNOSAFRA SISTEMAS MECANIZADOS LTDA - Chapecó,Rota 0 - Chapecó,Chapecó,SC,Romar Mann
,,1285,3056,,,10182,,TECNOSAFRA SISTEMAS MECANIZADOS LTDA - São Miguel Do Oeste,Rota 2 - São Miguel,São Miguel do Oeste,SC,Romar Mann - Indagril
,,1506,,,,10253,,TECNOSAFRA SISTEMAS MECANIZADOSLTDA - Campo Erê,Rota 3 - São Lourenço,Campo Erê,SC,Romar Mann
507401,,,,,,10548,,TEREZINHA BORELLA MARCON ME,Rota A - Oeste,Ponte Serrada,SC,Ditrator
349101,,,,,,10526,,TERRAPLAN TRANSPORTES  E SERVICOS LTDA ME,Rota A - Oeste,Catanduvas,SC,Ditrator
1254901,,,,,,11744,,TF MECANICA DE TRATORES LTDA,Rota A - Oeste,Xanxerê,SC,Ditrator
1300301,,,3182,,,10354,,TIAGO LUIZ ARTUZI,Rota A - Oeste,Xanxerê,SC,Ditrator - Indagril
348301,10333,,,,,10672,,TIAGO MASCHIO 03745383958,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator - Casa Dos Rolamentos
,10391,,,,,11015,,TIAGO MASCHIO LTDA,Rota 4 - Parana 1,Francisco Beltrão,PR,Casa Dos Rolamentos
,10334,,,,,10847,,TIAGO TAMAGNO,Rota 5 - Parana 2,Chopinzinho,PR,Casa Dos Rolamentos
1182301,,,,,,10709,,TIAGO TURRA,Rota 4 - Parana 1,Realeza,PR,Ditrator
,10335,,,,,10925,,TIARAJU FRANCISCON 05363430983,Rota 1 - Itapiranga,Riqueza,SC,Casa Dos Rolamentos
,10336,,2008,,,10806,,TIDY REPRESENTAÇÕES COMERCIAIS EIRELI,Rota 0 - Chapecó,Chapecó,SC,Casa Dos Rolamentos - Indagril
172802,,5041,,,,10278,,TOLEAGRI - TOLEDO PECAS AGRICOLAS LTDA,Rota A - Oeste,Xanxerê,SC,Ditrator - Romar Mann
,,,,,,11708,,TONI CEREALISTA - Uniao Da Vitoria,Rota D - Paraná,União da Vitória,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1264901,,,,,,10721,,TOP AGRO COMERCIO DE PECAS E ACESSORIOS AGRICOLAS LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
,,,,,,11131,,TORK COM DE MAQ E FERRAMENTAS,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10337,,,,,10844,,TORMEX USINAGEM DE PRECISAO LTDA,Rota A - Oeste,Concórdia,SC,Casa Dos Rolamentos
101001,10338,,,,,10125,,TORNEARIA ARABUTA LTDA,Rota A - Oeste,Arabutã,SC,Ditrator - Casa Dos Rolamentos
73401,10339,,,,,10439,,TORNEARIA E FERRARIA PANSERA EIRELI,Rota 3 - São Lourenço,Quilombo,SC,Ditrator - Casa Dos Rolamentos
,10340,,,,,10077,,TORNEARIA GABIATTI LTDA,Rota A - Oeste,Caçador,SC,Casa Dos Rolamentos
1259301,,,,,,10705,,TORNEARIA GONCALVES LTDA.,Rota 1 - Itapiranga,Palmitos,SC,Ditrator
280201,10341,,,,,10096,,TORNEARIA PRECISAO LTDA,Rota 3 - São Lourenço,Anchieta,SC,Ditrator - Casa Dos Rolamentos
765501,,,,,,10460,,TORNEARIA PUNTEL LTDA ME,Rota 1 - Itapiranga,Riqueza,SC,Ditrator
,,,,,,11132,,TORNOARIA ZICO LIMITADA - ME,Rota D - Paraná,Canoinhas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1494301,,3155,,,,10989,,TORNOSOLDA MIRANDA LTDA,Rota 1 - Itapiranga,Caibi,SC,Ditrator
,10342,,,,,10906,,TORTELLI MOTORES LTDA,Rota C - Litoral Sul,Lages,SC,Casa Dos Rolamentos
1503501,,,,,,10994,,TORVALE METALURGICA LTDA,Rota 2 - São Miguel,Saudades,SC,Ditrator
,,709,,,,10206,,TRACAM TRATOR CAMPOS MECANICA DIESEL LTDA - ME,Rota C - Litoral Sul,Campos Novos,SC,Romar Mann
,,,,,,11133,,TRAMAK TRATORES E MAQUINAS KAFER,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,729,1572,,,10273,,TRANORTE SISTEMAS MECANIZADOS LTDA.,Rota D - Paraná,Canoinhas,SC,Romar Mann - Indagril
,,730,1571,,,10269,,TRANORTE SISTEMAS MECANIZADOS LTDA.,Rota D - Paraná,Mafra,SC,Romar Mann - Indagril
1475801,,,,,,10981,,TRANS RB LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,23635,,,,,11766,,TRANSMAK COM DE PECAS E CONSERTOS DE MAQ AGRICOLAS LTDA,Rota 4 - Parana 1,Capanema,PR,
613901,,810,,,,11766,,TRANSMAK COMERCIO DE PECAS E CONSERTOS DE MAQUINAS AGRICOLAS,Rota 4 - Parana 1,Capanema,PR,Ditrator - Romar Mann
,10343,,,,,10142,,TRANSPORTES MIKAEL LTDA ME,Rota A - Oeste,Xanxerê,SC,Casa Dos Rolamentos
,10387,1398,3816,,,10220,,TRATOFER COMERCIO DE PECAS E IMPLEMENTOS AGRICOLAS LTDA - ME,Rota C - Litoral Sul,Araranguá,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,10344,,,,,10960,,TRATOGRIL MECANICA AGRICOLA LTDA,Rota 5 - Parana 2,Pato Branco,PR,Casa Dos Rolamentos
34301,,,,,,10671,,TRATOMAQUINAS COMERCIO DE MAQUINAS AGRICOLAS LTDA,Rota 4 - Parana 1,Realeza,PR,Ditrator
46301,,,,,,10978,,TRATOMAR TRATORES E MAQUINAS AGRICOLAS LTDA,Rota 4 - Parana 1,Maringá,PR,Ditrator
24801,10346,,,,,10378,,TRATOR PECAS ALMEIDA LTDA,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos
618201,,,,,,10388,,TRATOR PECAS CHAPECO LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10347,,,,,10063,,TRATOR PECAS COMERCIO DE MAQUINAS AGRICOLAS LTDA,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
,,,,,,11134,,TRATOR PECAS PINHALZINHO,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
394301,10348,,,,,10683,,TRATOR PECAS SAO MIGUEL LTDA,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos
137101,10349,,,,,10010,,TRATOR PECAS TUPY LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos
47101,10345,,,,,10373,,TRATORDIESEL LTDA,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos
,,,3461,,,10366,,TRATORMAQ  COMERCIO  E REPRESENTACO,Rota C - Litoral Sul,Lages,SC,Indagril
1233801,,,,,,10691,,TRATORMAQ MAQUINAS LTDA,Rota 2 - São Miguel,Maravilha,SC,Ditrator
1518401,,,,,,10754,,TRATORPARK TRATORES E IMPLEMENTOS AGRICOLAS LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
,,2011,2370,,,10236,,TRATORPECAS MAQUINAS E IMPLEMENTOS LTDA - EPP,Rota D - Paraná,Canoinhas,SC,Romar Mann - Indagril
120301,,,,,,11006,,TRATORVEL COMERCIO DE PECAS LTDA,Rota 4 - Parana 1,Cascavel,PR,Ditrator
120302,,6187,3189,,,10027,,TRATORVEL PARTS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Romar Mann - Indagril
,,991,1082,,,10175,,TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA,Rota C - Litoral Sul,Araranguá,SC,Romar Mann - Indagril
77201,,,,,,10590,,TRAVEL MECANICA LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
,10350,,,,,10781,,TRITON MAQUINAS AGRICOLAS LTDA,Rota B - Litoral Norte,Blumenau,SC,Casa Dos Rolamentos
,,,,,,11135,,TRK COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS  - ME,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
39704,,,,,,10611,,TUMELERO COMERCIO DE PECAS AGRICOLAS EIRELI,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
1476701,,,,,,10983,,TUPA PENAS LTDA,Rota 1 - Itapiranga,Guatambu,SC,Ditrator
,,,,,,11657,,Tecnomann,Rota C - Litoral Sul,Tubarão,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11285,,Tekpar,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11387,,Terra Viva,Rota 4 - Parana 1,Realeza,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11463,,Terral Maquinas E Implementos,Rota 4 - Parana 1,Cascavel,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11634,,Terramak,Rota B - Litoral Norte,Rio do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11459,,Terramaq,Rota B - Litoral Norte,Guaramirim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11555,,Tm Couss Tornearia,Rota 4 - Parana 1,Nova Prata do Iguaçu,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11471,,Tomazelli Maquinas,Rota 4 - Parana 1,Cascavel,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10405,,,,,11377,,Toni Cerealista,Rota D - Paraná,Irineópolis,SC,Casa Dos Rolamentos
,,,,,,11426,,Toni Cerealista - Canoinhas,Rota D - Paraná,Canoinhas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11701,,Toni Cerealista - Lapa,Rota D - Paraná,Lapa,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11706,,Toni Cerealista - Papanduva,Rota D - Paraná,Papanduva,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11699,,Toni Cerealista - Sao Mateus Do Sul,Rota D - Paraná,São Mateus do Sul,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11440,,Top Maquinas - Braço Do Norte,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11442,,Top Maquinas - Stihl - Orleans,Rota C - Litoral Sul,Orleans,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11660,,Tormaq,Rota 3 - São Lourenço,Saltinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11237,,Tornearia Barros,Rota A - Oeste,Faxinal dos Guedes,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11198,,Tornearia Do Vermelho,Rota 4 - Parana 1,Ampére,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11208,,Tornearia Dossa,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11598,,Tornearia Fh,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11303,,Tornearia Gawski,Rota 2 - São Miguel,Cunha Porã,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11554,,Tornearia Iguaçu,Rota 4 - Parana 1,Nova Prata do Iguaçu,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11535,,Tornearia Marmeleiro,Rota 4 - Parana 1,Marmeleiro,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11586,,Tornearia Sao Francisco De Assis,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11226,,Tornearia Vs Capelari,Rota A - Oeste,Irani,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11233,,Tozzo Madeiras,Rota A - Oeste,Passos Maia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11460,,Tranorte - John Deere - Guaramirim,Rota B - Litoral Norte,Guaramirim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11305,,Trans Maravalha,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11243,,Transenergia Eletrica,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11256,,Transportadora Bianchini,Rota A - Oeste,Xaxim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11142,,Transporte Magnobosco,Rota A - Oeste,Catanduvas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11168,,Tratogrill,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11681,,Tratonew - New Holland - Irati,Rota D - Paraná,Irati,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11679,,Trator Case - Case - Irati,Rota D - Paraná,Irati,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11667,,Trator Peças  - Canoinhas,Rota D - Paraná,Canoinhas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11259,,Tratoral Agricola,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11434,,Tratorcampo,Rota B - Litoral Norte,Ituporanga,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11691,,Tratorcase - Case - Lapa,Rota D - Paraná,Lapa,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11178,,Tratormaq,Rota 4 - Parana 1,Marmeleiro,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11542,,Tratormax,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11393,,Tratorno (Milani) - Chapeco,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11685,,Tratorsolo - Kuhn - Sao Mateus Do Sul,Rota D - Paraná,São Mateus do Sul,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11444,,Tratorvila,Rota C - Litoral Sul,Içara,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11151,,Travel,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11192,,Trevisan Maquinas Agricolas,Rota 4 - Parana 1,Capanema,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11247,,Trevo Diesel,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11220,,Trisul Comercio De Maquinas Agricolas,Rota 1 - Itapiranga,Caxambu do Sul,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11359,,Triton Fertilance Fertilizes Maquinas,Rota C - Litoral Sul,Luzerna,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11248,,Triunfo Maquinas Para Madereiras,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11284,,Truck Diesel Mecanica,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11294,,Tubos Maravilha,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11470,,Tupi Maquinas,,Marechal Cândido Rondon,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10351,,,,,10835,,ULTRAAR VENTILAÇÃO INDUSTRIAL EIRELI,Rota 2 - São Miguel,Maravilha,SC,Casa Dos Rolamentos
331801,,,,,,10016,,USADAO TRATORES E MAQUINAS LTDA,Rota 2 - São Miguel,Guaraciaba,SC,Ditrator
,,,,,,11588,,Unesa,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11625,,Urbano E Cia Ltda,Rota C - Litoral Sul,São Joaquim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11487,,Usinox,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
124301,,,,,,10979,,VALCI BIERMANN DE OLIVEIRA MECANICA,Rota 5 - Parana 2,Mangueirinha,PR,Ditrator
,10352,,,,,10880,,VALDECI BOSSARDI DOS SANTOS,Rota B - Litoral Norte,Otacílio Costa,SC,Casa Dos Rolamentos
1020801,,,,,,10635,,VALDECIR JOAO SOVRANI & CIA LTDA,Rota 4 - Parana 1,São José do Cedro,SC,Ditrator
635301,10353,3630,,,,10145,,VALDECIR PAULO DELAVATTI,Rota 3 - São Lourenço,Palma Sola,SC,Ditrator - Casa Dos Rolamentos
,,,,,,11136,,VALDENIR KLEIMPAUL ME,Rota C - Litoral Sul,Tangará,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10354,,,,,10945,,VALFERTIL MAQUINAS AGRICOLAS LTDA - Mafra,Rota D - Paraná,Mafra,SC,Casa Dos Rolamentos
259301,,,,,,10532,,VALMIR ANTONIO MAISON E CIA LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
71501,10355,,,,,10395,,VALTER EBERT E FILHO LTDA,Rota 1 - Itapiranga,São Carlos,SC,Ditrator - Casa Dos Rolamentos
,10356,,,,,10059,,VAMAQ - INDUSTRIA E COMERCIO DE MAQUINAS INDUSTRIAIS,Rota D - Paraná,União da Vitória,PR,Casa Dos Rolamentos
,,896,,,,10271,,VANDERLEI BERNARDINO JANUARIO,Rota C - Litoral Sul,Turvo,SC,Romar Mann
,,,,,,11137,,VANDERLEI PANISSON ME,Rota A - Oeste,Ouro,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
474201,,,,,,10571,,VANDO VIEIRA,Rota A - Oeste,Irani,SC,Ditrator
468001,,,,,,10570,,VANESSA GRALOW,Rota 2 - São Miguel,Paraíso,SC,Ditrator
,,,,,,11138,,VANIO EVANDRO AMARAL DOS SANTOS,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10357,,,,,10926,,VANO ATACADO E COMÉRCIO LTDA,Rota A - Oeste,Concórdia,SC,Casa Dos Rolamentos
26701,10358,,,,,10143,,VANTEC INDUSTRIA DE MAQUINAS LTDA,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos
,,5455,,,,11774,,VEIGA PECAS E IMPLEMENTOS A,Rota D - Paraná,Canoinhas,SC,
22501,10359,,,,,10399,,VENTURINO DAL MAGRO E CIA LTDA,Rota 4 - Parana 1,Santo Antônio Do Sudoeste,PR,Ditrator - Casa Dos Rolamentos
59202,10360,,,,,10450,,VERDES CAMPOS COMERCIO DE MAQUINAS AGRICOLAS LTDA,Rota 5 - Parana 2,Chopinzinho,PR,Ditrator - Casa Dos Rolamentos
,10361,,,,,10953,,VEREMA IMPORTADOR E EXPORTADOR LTDA- EPP,Rota 5 - Parana 2,Verê,PR,Casa Dos Rolamentos
,10362,,,,,10052,,VIDEMANG COM MAQ E FERRAMENTAS LTDA EPP,Rota A - Oeste,Videira,SC,Casa Dos Rolamentos
262901,,,,,,10440,,VIEIRA IMPLEMENTOS AGRICOLAS LTDA,Rota 4 - Parana 1,Santo Antônio Do Sudoeste,PR,Ditrator
430101,,,,,,10558,,VIELMAQUINAS COMERCIO E SERVICOS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
957401,,,1727,,,10305,,VILMAR AGOSTINI 04636743911,Rota 2 - São Miguel,Sul Brasil,SC,Ditrator - Indagril
,,,,,,11139,,VILMAR DE SOUZA - MECANICO ME,Rota C - Litoral Sul,Campos Novos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
372101,,,,,,10380,,VILSON ITOR ALBIERO,Rota A - Oeste,Ipumirim,SC,Ditrator
1489801,,,,,,10018,,VIVIDENSE LINHAS DE TRANSMISSAO LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
,10380,,,,,10115,,VIZIAR COMPRESSORES LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Casa Dos Rolamentos
,,,,,,11591,,Valfertil - Valtra - Guaramirim,Rota B - Litoral Norte,Guaramirim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11458,,Valfertil - Valtra - Rio Do Sul,Rota B - Litoral Norte,Rio do Sul,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11258,,Vaztec Industria E Comercio,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11618,,Verde Sul John Deere,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11206,,Vibato Comercio De Peças,Rota 5 - Parana 2,Vitorino,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11358,,Videmotores,Rota A - Oeste,Videira,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11222,,Vip Pedrotti Comercio De Peças,Rota 3 - São Lourenço,São Domingos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11370,,Vitimaq,Rota 5 - Parana 2,Mariópolis,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11293,,Vl Truck Center,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11516,,Vmr Industria De Maquinas,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11154,,Vr Maquinas,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10363,,,,,10878,,WAGNER AGROINDUSTRIAL LTDA,Rota A - Oeste,Capinzal,SC,Casa Dos Rolamentos
815401,10364,,,,,10576,,WAGNER FERNANDO MOZER,Rota A - Oeste,Vargem Bonita,SC,Ditrator - Casa Dos Rolamentos
,10365,,,,,10936,,WAGNER NARESSI SEITZ,Rota 4 - Parana 1,Perola D'Oeste,PR,Casa Dos Rolamentos
,10366,,,,,10929,,WALTER LUIZ PELOSO,Rota 5 - Parana 2,Verê,PR,Casa Dos Rolamentos
,,2141,,,,10192,,WERNER IMPLEMENTOS AGRICOLA LTDA - ME,Rota 3 - São Lourenço,Campo Erê,SC,Romar Mann
,10400,,,,,11021,,WERNER OTTO BARBY - WERBY MAQUINAS,Rota D - Paraná,Irati,PR,Casa Dos Rolamentos
,,,,,,11140,,WIATEC ELETRICIDADE E AUTOMACAO INDUSTRIAL  EPP,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,275,,,,10168,,WISOSKI & SPIASSI LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Romar Mann
,,,,,,11469,,Wt Filial Implementos,,Vera Cruz do Oeste,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
